cell_name,cell_specimen_name,blowout_mv_qc,electrode_0_pa_qc,recording_date_qc,seal_gohm_qc,input_resistance_mohm_qc,initial_access_resistance_mohm_qc,input_access_resistance_ratio_qc,fail_tags_qc,failed_blowout,failed_electrode_0,failed_seal,failed_input_access_resistance,failed_qc,failed_fx_long_squares,failed_fx_short_squares,failed_fx_ramps,failed_fx_chirps,failed_fx_sweep_features,upstroke_downstroke_ratio_ramp,threshold_v_ramp,width_ramp,upstroke_ramp,downstroke_ramp,width_suprathresh_ramp,trough_v_ramp,threshold_i_ramp,postap_slope_ramp,fast_trough_deltav_ramp,peak_deltav_ramp,upstroke_downstroke_ratio_short_square,threshold_v_short_square,width_short_square,upstroke_short_square,downstroke_short_square,width_suprathresh_short_square,peak_deltav_short_square,peak_ratio_chirp,peak_freq_chirp,3db_freq_chirp,peak_impedance_chirp,low_freq_impedance_chirp,sync_freq_chirp,phase_peak_chirp,phase_low_chirp,total_inductive_phase_chirp,sag,sag_area,sag_tau,v_baseline,rheobase_i,fi_fit_slope,vm_for_sag,input_resistance,input_resistance_ss,tau,latency_rheo,avg_rate_rheo,mean_isi_rheo,upstroke_downstroke_ratio_rheo,threshold_v_rheo,peak_v_rheo,width_rheo,upstroke_rheo,downstroke_rheo,width_suprathresh_rheo,trough_v_rheo,fast_trough_v_rheo,postap_slope_rheo,fast_trough_v_last_rheo,adp_v_last_rheo,adapt_hero,avg_rate_hero,latency_hero,mean_isi_hero,median_isi_hero,isi_cv_hero,ir_late_hero,upstroke_downstroke_ratio_hero,threshold_v_hero,peak_v_hero,width_hero,upstroke_hero,downstroke_hero,width_suprathresh_hero,trough_v_hero,fast_trough_v_hero,postap_slope_hero,ahp_delay_ratio_hero,sag_depol,sag_area_depol,sag_tau_depol,adapt_mean,isi_cv_mean,ir_late_mean,avg_rate_max,isi_adapt_ratio,width_adapt_ratio,upstroke_adapt_ratio,downstroke_adapt_ratio,threshold_v_adapt_ratio,peak_v_adapt_ratio,ahp_delay_ratio_5spike,trough_slowdeltav_rheo,trough_slowdeltav_hero,fast_trough_deltav_rheo,fast_trough_deltav_hero,peak_deltav_rheo,peak_deltav_hero,first_isi_inv_rheo,first_isi_inv_hero
883966174,H19.06.356.21.05.02.01.04,,25.97312546,43626.88056,4.678861824,123.2858,10.56564,0.085700381,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2.144635643,-30.77083397,0.000653333,356.194004,-166.0809663,0.000506667,-67.1625061,128.3333359,-0.606313979,-35.71666908,72.95000267,2.149410727,-34.78125,0.0006,401.6520134,-186.8661063,0.00044,74.22499847,,,,,,,,,,0.393292606,1.114464141,0.086031639,-64.98041534,100,0.144417578,-80.6875,139.6561414,77.51758357,0.026570938,0.23986,1,,2.254348202,-31.5,43.50000381,0.00066,375.7781999,-166.6903984,0.00048,-67.4125061,-66.53125763,-0.549964356,-66.53125763,,,2,0.06836,0.10698,0.10698,0,,2.295176575,-32.20000076,41.82500458,0.00064,384.2604342,-167.4208592,0.0005,-66.20624542,-65.35624695,-0.505516499,0.029345794,0.216669992,1.086414141,0.063250803,0.049472881,0.159880639,0.064431744,45,2.479429512,1.125,0.76750339,0.913268243,0.892183235,0.927311093,0.014851045,-0.881248474,-0.849998474,-35.03125763,-33.15624619,75.00000381,74.02500534,,9.347541597
695533933,H18.03.010.11.14.06,,24.07500076,43229.14931,2.178529024,134.552272,12.759891,0.094832223,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.288769122,-28.29687691,0.00093,314.186803,-95.52168585,0.00081,-45.78125381,128.0625038,-0.410673632,-16.203125,83.64062881,3.23202187,-32.90625229,0.00082,325.433214,-100.6936488,0.00074,84.31875534,1.066527605,2.150640891,7.65228038,0.14233546,0.133456886,0.650193758,-0.217486009,0.032364726,0.000810096,0.154843926,0.678383281,0.144246784,-59.66989136,59.99999619,0.118571426,-79.53125,176.7188162,146.949077,0.026344794,0.1584,1,,3.205836977,-32.53125,48.65625,0.00094,298.0500317,-92.97105056,0.00084,-51.4375,-48.37500381,0.22326437,-48.37500381,-46.31250381,0.10883952,6,0.0495,0.181796,0.18628,0.279122574,,3.279293445,-33.65625,48.1875,0.0009,311.43269,-94.96944851,0.0008,-47.96875381,-47.6875,-0.633475918,0.141049798,0.190853059,0.470123555,0.415908083,0.076209245,0.253370095,0.042144605,20,2.579938677,1.088888889,0.937784651,0.926757935,0.93871872,1.035019534,0.141049798,-3.062496185,-0.281253815,-15.84375381,-14.03125,81.1875,81.84375,,10.95530237
1010242699,H20.06.351.11.10.01.04,,-15.91187477,43887.08889,1.854030208,382.029824,26.12181,0.068376363,initial_access_resistance_mohm 26.121810 exceeds max 20.000000,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.296467979,-33.98958333,0.000686667,297.9437871,-129.8033892,0.00062,-49.9208374,39.83333333,0.028969039,-11.17291896,77.04791896,2.294490717,-38.31874847,0.00062,320.946261,-139.8769054,0.00058,79.64999771,1.002050161,0.400119236,4.301281782,0.460753351,0.459810644,0.400119236,-0.042696521,-0.042696521,0,0.191147879,1.228597578,0.200641421,-65.0592041,36,0.347514554,-97.19999695,237.2189313,192.7608821,0.022248401,0.34478,2,0.35062,2.334004226,-33.67499924,43.81250381,0.0007,301.7414164,-129.2805784,0.00064,-51.17500305,-45.36250305,0.57459999,-45.38750458,-45.48749924,0.030259407,21,0.02626,0.046751,0.04815,0.172907942,0.08567038,2.45828826,-35.32500076,41.75000381,0.00064,318.0169103,-129.3651829,0.00058,-44.82500076,-44.79375076,3.159318439,0.248329621,0.070063315,0,,0.041241432,0.126981847,0.083487067,26,1.785994398,1.058823529,0.887556519,0.972693982,0.979844631,0.999098415,0.224004425,-5.8125,-0.03125,-11.68750381,-9.46875,77.48750305,77.07500458,2.852090582,61.2745098
653828144,H17.03.016.11.10.04,,0.627499998,43088.90833,3.783037696,197.2292,8.438301,0.042784238,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.98987917,-40.46875381,0.00084,300.3794748,-100.4654228,0.00078,-52.09375,76.875,0.601062916,-7.374996185,79.87500381,2.927267114,-46.28125381,0.00072,313.9187291,-107.2395231,0.00072,82.21875763,1.059264302,1.800720288,6.802721088,0.21346347,0.201520488,0.400160064,-0.1952499,-0.00400378,0,0.098890983,0,,-70.41474915,80,0.297321431,-87.71875763,143.9063549,134.8097191,0.015956888,0.10768,1,,2.974300758,-39.5,37.21875381,0.00084,296.3061359,-99.62211624,0.00076,-53.46875381,-47.40625381,0.733905175,-47.40625381,-45.78125,0.064121801,16,0.03462,0.064313333,0.0682,0.25274351,0.078897595,2.95566935,-40.78125381,36.03125,0.00076,311.5480987,-105.4069525,0.00072,-47.0625,-47.03125381,1.939779235,0.275964392,0.265590698,0.805975469,0.084890938,0.041663802,0.223001548,0.136393808,25,3.316602317,1.076923077,0.955308704,0.957592993,1.030952281,1.032117946,0.234757092,-6.0625,-0.031246185,-7.906253815,-6.25,76.71875381,76.81250381,,137.3626374
695503829,H18.03.010.11.03.01,,31.74749947,43229.12153,2.148582912,63.608404,4.3691395,0.068688086,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.198896604,-30.28125191,0.00118,226.1161361,-70.68566574,0.00104,-46.5,364.375,-0.392035264,-12.34375191,79.78125572,3.120760992,-43.43750381,0.00102,257.9653794,-82.66104967,0.001,91.43750381,1.053309679,1.850551464,8.652578468,0.065202437,0.061902441,0.500149044,-0.161117166,0.014089267,0.00042609,0.046686504,0,,-71.00098419,260,0.067633411,-78.75000763,70.31241804,67.36087598,0.017035798,0.18896,1,,3.394040821,-35.90625,49.18750381,0.00108,261.9392945,-77.17623574,0.00098,-50.96875,-44.5,0.533933462,-44.5,-40.6875,,2,0.07542,0.01372,0.01372,0,,3.359356256,-37.93750381,49.40625381,0.00102,267.2002079,-79.53911033,0.00098,-44.5,-44.4375,0.968904499,0.158501441,0.160789803,0.640156797,0.100548135,0.112564208,0.181914551,0.037004688,14,12.38131313,1.134615385,0.869726493,0.848499263,0.831738453,0.976100629,0.026888378,-6.46875,-0.0625,-8.59375,-6.499996185,85.09375381,87.34375763,,72.88629738
1252086594,H23.03.303.11.52.01.04,,-28.54312515,44991.89097,7.672139264,107.608872,9.388665,0.087248057,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,1.62116032,-37.59375381,0.00038,379.946523,-234.3670261,0.00032,61.03125572,,,,,,,,,,0.31094709,0.486599492,0.049741013,-60.4203949,140,0.506636182,-72.03125,56.25015125,62.38441295,0.007425336,0.09164,10,0.10064,1.494294166,-27.62500191,29.81250191,0.00038,373.1946813,-249.7464622,0.00028,-53.15625381,-52.96875,1.471337956,-52.78125381,,0.002087404,32,0.02118,0.03061871,0.03042,0.061516356,0.104761905,1.491830019,-26.62500191,26.28125,0.0004,351.1352524,-235.372159,0.0003,-52.93750381,-52.90625381,1.858231389,0.031914894,0.013461394,0,,0.001311649,0.105798533,0.336783979,76,1.565295978,1.052631579,0.960833315,0.973556852,0.953619913,0.972746333,0.010848756,-0.187503815,-0.03125,-25.34374809,-26.28125191,57.43750381,52.90625191,11.29688206,35.46099291
700822034,H18.03.012.11.07.01.02,,-64.36000061,43242.9125,2.157515008,835.013568,9.648235,0.011554585,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.9656065,-42.73437691,0.00081,234.981319,-119.5573493,0.0007,-57.89062691,20.1875,-0.441936369,-14.140625,75.39062881,2.093542634,-45.10416794,0.000726667,268.7417004,-128.3773786,0.000653333,78.27083588,1.001824737,0.400119236,3.801132738,0.777725875,0.776309311,0.400119236,-0.083279274,-0.083279274,0,0.021764785,0,,-68.28947449,10,0.775,-99.71875763,294.9999869,281.1524125,0.017502063,0.19598,4,0.207393333,2.063257985,-42.78125381,34.46875,0.0008,251.8785194,-122.0780538,0.0007,-58.56250381,-57.78125381,-0.480312024,-55.68750381,,0.01049189,35,0.01894,0.028484118,0.03079,0.207586442,0.104413348,2.188724193,-44.65625,32.75000381,0.00072,266.6046885,-121.8082613,0.00066,-54.71875,-54.12500381,-1.387660383,0.098599138,,,,0.027615609,0.140225201,0.104413348,35,0.89978678,1.444444444,0.568855097,0.619048935,0.846046272,0.799618286,0.098599138,-0.78125,-0.593746185,-15,-9.468753815,77.25000381,77.40625381,5.318017443,53.59056806
695531200,H18.03.010.11.10.07,,19.07250023,43229.14861,2.788344064,118.942424,7.74731,0.06513496,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.649374099,-36.73437691,0.001,320.1106947,-87.73910549,0.0009,-53.03125,149.25,0.394933178,-12.99999809,86.50000381,3.36743483,-42.42708588,0.00088,336.1317806,-99.84089869,0.000833333,91.26042175,1.002903223,0.400119236,5.551654393,0.125827894,0.12546365,0.400119236,-0.098488688,-0.098488688,0,0.014958994,0,,-81.28152466,160,0.11419357,-91.46875,72.96870649,67.77553387,0.017160165,0.27792,2,0.4758,3.805961713,-36.25000381,50.5625,0.00104,321.7975275,-84.55091031,0.00094,-51.78125381,-49.21875,0.832726588,-50.15625,-47.375,0.137037584,7,0.1073,0.137123333,0.15978,0.352311122,0.009934186,4.012358887,-36.46875,48.06250381,0.00102,318.9481085,-79.49142076,0.00092,-48.75000381,-48.62500381,1.923746488,0.248652038,0.002226867,0,,0.125242682,0.198878167,0.035432699,11,5.52016129,1.058823529,0.83057749,0.981229986,0.964010283,0.952535685,0.248652038,-2.562503815,-0.125,-12.96874619,-12.15625381,86.81250381,84.53125381,2.101723413,33.69272237
1252067529,H23.03.303.15.72.01.03,,12.60499954,44991.82917,1.571767424,213.49,9.040048,0.042344129,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,1.852328999,-42.35937881,0.00049,275.1142481,-148.5080971,0.00046,60.60937977,,,,,,,,,,0.375965923,0.876779922,0.053418321,-57.70535278,59.99999619,0.777118624,-81,226.2498438,117.7582707,0.009508444,0.12476,6,0.129604,2.02671117,-35.25,9.65625,0.00062,193.663273,-95.55543774,0.00052,-48.59375381,-47.46875,-0.903211849,-45.34375381,,0.003217523,60,0.00746,0.016722034,0.01604,0.212296042,0.434477379,1.991377185,-40.1875,11.6875,0.00052,237.9285289,-119.4793888,0.00048,-47.43750381,-47.18750381,0.026806757,0.265168539,0.088954255,0,,0.017696409,0.243799271,0.330258025,93,1.639667705,1.096774194,0.835838496,0.89792726,0.978723512,0.912621359,0.05042735,-1.125003815,-0.25,-12.21875,-7.000003815,44.90625,51.875,12.98701299,83.05647841
835676333,H19.03.306.11.03.01.10,,-25.52437592,43536.01806,3.736759296,150.371696,13.670437,0.090910972,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.176673458,-28.92916743,0.001226667,295.9224756,-70.85087998,0.001093333,-44.43958537,106,-0.190849774,-15.25833511,84.30416997,3.793713099,-30.48749924,0.00104,302.3640878,-79.70135852,0.00094,81.97500229,,,,,,,,,,0.115885288,0.537379961,0.235599589,-68.12993622,90,0.075,-85.93750763,174.1118878,149.0694907,0.016464512,0.11702,2,0.01054,4.155683021,-29.51250076,55.45624924,0.00108,316.4414524,-76.14667694,0.00098,-41.63125229,-41.48125458,1.057210174,-40.36875153,-35.48749924,0.384995878,3,0.04724,0.01213,0.01213,0.384995878,,4.174071558,-29.62500191,54.25624847,0.00108,314.7342757,-75.40222331,0.00098,-39.84375381,-39.77499771,1.296657535,0.260714286,0.224930748,1.018154063,0.083319231,0.346513207,0.370319931,,7,25.55978261,1.188679245,0.902118744,0.891747545,0.902034081,1.038629155,0.020039014,-0.149997711,-0.068756104,-11.96875381,-10.1499958,84.96875,83.88125038,94.87666034,134.0482574
