,cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-version_jem_form,jem-date_patch,jem-time_patch,jem-date_patch_y-m-d,jem-date_patch_y,jem-date_patch_m,jem-date_patch_d,jem-date_acsf,jem-date_blank,jem-date_internal,jem-status_misinformation,jem-id_species,jem-id_slice_specimen,jem-id_cell_specimen,jem-status_patch_tube,jem-id_patched_cell_container,jem-id_rig_user,jem-id_rig_number,jem-status_attempt,jem-cell_attached_status,jem-cell_attached_status_failure,jem-break_in_status,jem-break_in_status_failure,jem-status_success_failure,jem-status_reporter,jem-cell_virus_enhancer,jem-roi_super,jem-roi_major_minor,jem-roi_major,jem-roi_minor,jem-cell_health,jem-health_fill_quality,jem-nucleus_post_patch,jem-nucleus_sucked,jem-res_final_seal,jem-depth,jem-in_bath_resistance,jem-in_bath_clog,jem-cell_attached_dimple,jem-break_in_pressure_max,jem-break_in_zap_max,jem-break_in_zap_use,jem-break_in_reseal,jem-pressure_extraction,jem-pressure_retraction,jem-time_duration_experiment,jem-time_duration_extraction,jem-time_duration_retraction,jem-in_bath_time_start,jem-seal_time_start,jem-cell_attached_time_start,jem-break_in_time_start,jem-break_in_time_end,jem-time_exp_extraction_start,jem-time_exp_extraction_end,jem-time_exp_retraction_end,jem-time_exp_channel_end,jem-virus_enhancer,jem-dic,jem-slice_level_project,jem-project_level_nucleus,jem-project_name,jem-project_icv_injection_fluorescent_roi,jem-project_retrograde_labeling_hemisphere,jem-project_retrograde_labeling_region,jem-project_retrograde_labeling_exp,jem-notes_overall,jem-notes_qc,jem-notes_extraction,jem-notes_failure,jem-time_slice_eval,jem-slice_health,jem-slice_observations,jem-slice_quality_comments,lims-id_species,lims-id_project_code,lims-id_slice_specimen,lims-id_cell_specimen,lims-id_patched_cell_container,lims-cell_reporter,lims-structure,lims-histology_well_name,lims-id_cell_specimen_id,lims-id_slice_genotype,lims-depth,test-jem_lims_specimen_id_congruency,tree_score,tree_subclass,tree_cluster,tree_class,patched_cell_container_label,cell_name_label,percent_cdna_longer_than_400bp_label,rna_amplification_pass_fail_label,amplified_quantity_ng_label,Genes.Detected.CPM_label,marker_sum_norm_label,Norm_Marker_Sum.0.4_label
136,Pvalb-IRES-Cre;Ai14-442769.04.02.01,7.191498452734994,1.664868718705436,0.23150512089344483,6.652436692064802,0.9250418025932854,2.0.7,02/15/2019,09:55:50,2019-02-15,2019.0,2.0,15.0,02/14/2019,01/25/2019,02/08/2019,No,Mouse,Pvalb-IRES-Cre;Ai14-442769.04.02,Pvalb-IRES-Cre;Ai14-442769.04.02.01,Patch Tube,P8S4_190215_351_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,no,2000.0,36.0,5.3,,,,,,,45.0,45.0,5.42,1.53,1.97,10:02:29,,,,10:03:45,10:09:10,10:10:42,10:12:40,,None,,,Channel_Recording,None,None,None,None,None,,,didn't down sample channel recording.... SO much less shaky!!!,,,,,,Mus musculus,mIVSCC-MET,Pvalb-IRES-Cre;Ai14-442769,Pvalb-IRES-Cre;Ai14-442769.04.02.01,P8S4_190215_351_A01,positive,VISp2/3,EPhys_190211_02_A04_M,442769,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,36.8,Matching JEM & LIMS Information,1.0,Pvalb,Pvalb_Tpbg,GABAergic,P8S4_190215_351_A01,Pvalb-IRES-Cre;Ai14-442769.04.02.01,0.643,Pass,12.97308006,7895.0,1.1733614139293442,True
137,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916.04.02.01,21.37627022560149,4.963656163770764,0.2322040333222395,18.32003051072768,0.8570265213426486,2.0.7,02/12/2019,10:13:21,2019-02-12,2019.0,2.0,12.0,02/08/2019,01/25/2019,12/05/2018,No,Mouse,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916.04.02,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916.04.02.01,Patch Tube,P8S4_190212_351_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,2000.0,63.0,4.7,,,,,,,43.0,43.0,4.38,1.97,3.03,10:33:54,,,,10:35:41,10:40:04,10:42:02,10:45:04,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916.04.02.01,P8S4_190212_351_A01,positive,RSPd5,EPhys_190211_01_A01_M,440916,Htr3a-Cre_NO152/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,63.6,Matching JEM & LIMS Information,0.92,Pvalb,Pvalb_Reln_Itm2a,GABAergic,P8S4_190212_351_A01,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-440916.04.02.01,0.709,Pass,14.69062135,8698.0,0.9030371388374724,True
138,Nkx2-1-CreERT2;Ai14-465338.03.02.01,9.322764923904714,2.300352852272037,0.24674577456883526,7.705705446476945,0.8265472217065745,2.0.8,05/16/2019,11:40:31,2019-05-16,2019.0,5.0,16.0,05/15/2019,04/30/2019,03/28/2019,No,Mouse,Nkx2-1-CreERT2;Ai14-465338.03.02,Nkx2-1-CreERT2;Ai14-465338.03.02.01,Patch Tube,P8S4_190516_352_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,no,2000.0,63.0,5.5,,,,,,,45.0,45.0,10.9,2.83,1.98,11:46:53,,,,11:48:28,11:59:22,12:02:12,12:04:11,12:11:27,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Nkx2-1-CreERT2;Ai14-465338,Nkx2-1-CreERT2;Ai14-465338.03.02.01,P8S4_190516_352_A01,positive,VISp2/3,EPhys_190513_01_D02_M,465338,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,63.5,Matching JEM & LIMS Information,1.0,Pvalb,Pvalb_Tpbg,GABAergic,P8S4_190516_352_A01,Nkx2-1-CreERT2;Ai14-465338.03.02.01,0.648,Pass,21.51064437,9215.0,0.940377228930882,True
139,Nkx2-1-CreERT2;Ai14-465338.04.02.01,11.72511133806967,2.901501721733403,0.2474604835787498,10.10316483591509,0.8616689892838489,2.0.8,05/16/2019,10:04:03,2019-05-16,2019.0,5.0,16.0,05/15/2019,04/30/2019,03/28/2019,No,Mouse,Nkx2-1-CreERT2;Ai14-465338.04.02,Nkx2-1-CreERT2;Ai14-465338.04.02.01,Patch Tube,P8S4_190516_351_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,2.0,,nucleus_present,intentionally,1000.0,55.0,4.7,,,,,,,45.0,45.0,9.92,3.25,1.63,10:19:00,,,,10:20:29,10:30:24,10:33:39,10:35:17,10:38:41,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Nkx2-1-CreERT2;Ai14-465338,Nkx2-1-CreERT2;Ai14-465338.04.02.01,P8S4_190516_351_A01,positive,VISp2/3,EPhys_190513_01_C04_M,465338,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,55.6,Matching JEM & LIMS Information,0.88,Pvalb,Pvalb_Tpbg,GABAergic,P8S4_190516_351_A01,Nkx2-1-CreERT2;Ai14-465338.04.02.01,0.62,Pass,25.27809808,9026.0,0.9287873441153276,True
140,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.01.01,7.921473136027369,1.969333381967653,0.24860696339560862,6.498473597098479,0.8203617541215917,2.0.8,09/24/2020,15:44:58,2020-09-24,2020.0,9.0,24.0,09/24/2020,09/01/2020,09/08/2020,No,Mouse,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.01,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.01.01,Patch Tube,PJS4_200924_802_A01,sarav,1,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6b,VISp,L6b,5.0,,nucleus_present,no,3000.0,45.0,4.0,,,,,,,28.0,28.0,14.93,0.9,3.82,15:55:37,,,,15:56:13,16:11:09,16:12:03,16:15:52,16:26:37,None,,,Channel_Recording,None,None,None,None,None,,,#fill_quality_3: high visibility of the fill (no or very little truncations with intact dendrites),,,,,,Mus musculus,mIVSCC-MET,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.01.01,PJS4_200924_802_A01,positive,VISp,EPhys_200928_01_A04_M,546083,Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,0.06859994,Matching JEM & LIMS Information,1.0,Sst,Sst_Rxfp1_Prdm8,GABAergic,PJS4_200924_802_A01,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.01.01,0.386,Pass,13.98205896,8206.0,0.6233637966078291,True
141,Pvalb-IRES-Cre;Ai14-440452.04.02.01,17.22773534981343,4.384995780300191,0.2545311784318581,14.64991805451927,0.8503681857800262,2.0.7,02/08/2019,12:40:08,2019-02-08,2019.0,2.0,8.0,02/07/2019,01/25/2019,12/05/2018,No,Mouse,Pvalb-IRES-Cre;Ai14-440452.04.02,Pvalb-IRES-Cre;Ai14-440452.04.02.01,Patch Tube,P8S4_190208_353_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,no,2000.0,43.0,4.3,,,,,,,40.0,40.0,2.65,1.77,1.75,12:59:40,,,,13:00:41,13:03:20,13:05:06,13:06:51,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Pvalb-IRES-Cre;Ai14-440452,Pvalb-IRES-Cre;Ai14-440452.04.02.01,P8S4_190208_353_A01,positive,VISp5,EPhys_190204_02_C01_M,440452,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,43.8,Matching JEM & LIMS Information,0.35,Pvalb,Pvalb_Gpr149_Islr,GABAergic,P8S4_190208_353_A01,Pvalb-IRES-Cre;Ai14-440452.04.02.01,0.646,Pass,14.27898029,7994.0,1.0222940009539705,True
143,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.04.02.01,7.798313344995796,2.033081245969993,0.26070781668123505,5.900097010711074,0.7565862962530464,2.0.7,02/19/2019,14:05:07,2019-02-19,2019.0,2.0,19.0,02/18/2019,01/25/2019,02/08/2019,No,Mouse,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.04.02,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.04.02.01,Patch Tube,P8S4_190219_353_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,no,2000.0,47.0,4.2,,,,,,,45.0,45.0,3.48,1.73,2.67,14:05:57,,,,14:07:13,14:10:42,14:12:26,14:15:06,,None,,,Channel_Recording,None,None,None,None,None,,did not down sample,,,,,,,Mus musculus,mIVSCC-MET,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.04.02.01,P8S4_190219_353_A01,positive,VISp4,EPhys_190218_01_D03_M,443337,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,47.2,Matching JEM & LIMS Information,1.0,Lamp5,Lamp5_Plch2_Dock5,GABAergic,P8S4_190219_353_A01,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-443337.04.02.01,0.642,Pass,19.63861307,9687.0,1.0889795544510943,True
145,Pvalb-IRES-Cre;Ai14-442765.04.02.01,31.4691254804297,8.426402130430482,0.26776727989059523,25.26967158712079,0.8029988505030341,2.0.7,02/19/2019,08:52:56,2019-02-19,2019.0,2.0,19.0,02/18/2019,01/25/2019,02/08/2019,No,Mouse,Pvalb-IRES-Cre;Ai14-442765.04.02,Pvalb-IRES-Cre;Ai14-442765.04.02.01,Patch Tube,P8S4_190219_351_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,2000.0,41.0,4.3,,,,,,,40.0,40.0,15.87,5.37,0.58,08:58:10,,,,08:59:29,09:15:21,09:20:43,09:21:18,,None,,,Channel_Recording,None,None,None,None,None,,ran normal stim twice bc guests were touring,,,,,,,Mus musculus,mIVSCC-MET,Pvalb-IRES-Cre;Ai14-442765,Pvalb-IRES-Cre;Ai14-442765.04.02.01,P8S4_190219_351_A01,positive,VISl6a,EPhys_190218_01_B02_M,442765,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,41.4,Matching JEM & LIMS Information,0.62,Pvalb,Pvalb_Sema3e_Kank4,GABAergic,P8S4_190219_351_A01,Pvalb-IRES-Cre;Ai14-442765.04.02.01,0.608,Pass,23.45976137,10309.0,0.9616613553143876,True
146,Pvalb-IRES-Cre;Ai14-440449.04.02.01,13.9585234371468,3.936825402588507,0.2820373816983909,11.30720368995203,0.8100572915800673,2.0.7,02/04/2019,13:37:42,2019-02-04,2019.0,2.0,4.0,02/01/2019,11/13/2018,12/05/2018,No,Mouse,Pvalb-IRES-Cre;Ai14-440449.04.02,Pvalb-IRES-Cre;Ai14-440449.04.02.01,Patch Tube,P8S4_190204_351_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,no,2000.0,34.0,5.2,,,,,,,45.0,45.0,4.37,1.12,2.5,13:44:08,,,,13:45:07,13:49:29,13:50:36,13:53:06,,None,,,Channel_Recording,None,None,None,None,None,,,#tails,,,,,,Mus musculus,mIVSCC-MET,Pvalb-IRES-Cre;Ai14-440449,Pvalb-IRES-Cre;Ai14-440449.04.02.01,P8S4_190204_351_A01,positive,VISp5,EPhys_190204_01_A01_M,440449,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,34.2,Matching JEM & LIMS Information,0.86,Pvalb,Pvalb_Reln_Tac1,GABAergic,P8S4_190204_351_A01,Pvalb-IRES-Cre;Ai14-440449.04.02.01,0.742,Pass,15.69429549,9181.0,1.1075615853920486,True
147,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.04.02.01,21.26607384912548,6.197117067477979,0.29140861220759945,15.45246631100789,0.7266252539437758,2.0.8,07/23/2020,10:03:47,2020-07-23,2020.0,7.0,23.0,07/22/2020,06/15/2020,06/15/2020,No,Mouse,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.04.02,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.04.02.01,Patch Tube,P8S4_200723_351_A01,lindsayn,1,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,1500.0,40.0,4.0,,,,,,,50.0,50.0,7.62,2.35,5.97,10:15:31,,,,10:15:33,10:23:10,10:25:31,10:31:29,10:38:49,None,,,Channel_Recording,None,None,None,None,None,WSE testing,,#comp WC 15.67 corr 80,,,,,,Mus musculus,mIVSCC-MET,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.04.02.01,P8S4_200723_351_A01,positive,VISp,EPhys_200723_01_A01_M,535836,Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,0.047599897,Matching JEM & LIMS Information,1.0,Sst,Sst_Rxfp1_Prdm8,GABAergic,P8S4_200723_351_A01,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.04.02.01,0.643,Pass,13.16499705,8469.0,0.65996641810276,True
151,Oxtr-T2A-Cre;Ai14-484067.04.02.02,4.454484414576303,1.412032561011289,0.31699124513506627,4.431476181271754,0.9948348156232718,2.0.8,08/30/2019,10:34:39,2019-08-30,2019.0,8.0,30.0,08/29/2019,07/30/2019,07/29/2019,No,Mouse,Oxtr-T2A-Cre;Ai14-484067.04.02,Oxtr-T2A-Cre;Ai14-484067.04.02.02,Patch Tube,P8S4_190830_352_A01,lindsayn,5,3.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,2000.0,37.0,3.6,,,,,,,45.0,45.0,3.92,1.53,2.08,11:14:27,,,,11:15:38,11:19:33,11:21:05,11:23:10,11:26:30,None,,,Channel_Recording,None,None,None,None,None,,,"#comp WC 25.53 corr 80
seal decreased",,,,,,Mus musculus,mIVSCC-MET,Oxtr-T2A-Cre;Ai14-484067,Oxtr-T2A-Cre;Ai14-484067.04.02.02,P8S4_190830_352_A01,positive,VISp4,EPhys_190826_01_D05_M,484067,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,37.4,Matching JEM & LIMS Information,0.54,Sst,Sst_Hpse_Cbln4,GABAergic,P8S4_190830_352_A01,Oxtr-T2A-Cre;Ai14-484067.04.02.02,0.463,Pass,8.995115146,5992.0,0.5636619575260092,True
152,Sncg-IRES2-FlpO-neo;Ai65F-500415.04.02.02,6.475773262701367,2.05349614919647,0.3171043929261746,4.568536325019823,0.7054812050528866,2.0.8,12/09/2019,13:11:23,2019-12-09,2019.0,12.0,9.0,12/06/2019,10/17/2019,10/28/2019,No,Mouse,Sncg-IRES2-FlpO-neo;Ai65F-500415.04.02,Sncg-IRES2-FlpO-neo;Ai65F-500415.04.02.02,Patch Tube,P8S4_191209_353_A01,lindsayn,5,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,1500.0,40.0,4.6,,,,,,,45.0,45.0,9.38,2.48,4.13,14:11:09,,,,14:12:10,14:21:33,14:24:02,14:28:10,14:35:14,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 15.71 corr 80,,,,,,Mus musculus,mIVSCC-MET,Sncg-IRES2-FlpO-neo;Ai65F-500415,Sncg-IRES2-FlpO-neo;Ai65F-500415.04.02.02,P8S4_191209_353_A01,positive,VISp5,EPhys_191209_01_A06_M,500415,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt,40.0,Matching JEM & LIMS Information,1.0,Sncg,Sncg_Vip_Itih5,GABAergic,P8S4_191209_353_A01,Sncg-IRES2-FlpO-neo;Ai65F-500415.04.02.02,0.576,Pass,17.4706087,7114.0,1.033974218566196,True
154,Pvalb-IRES-Cre;Ai14-452734.03.02.01,11.91742941434027,3.822610871740003,0.3207580039987689,9.148225353508805,0.7676341126468702,2.0.8,04/03/2019,15:31:13,2019-04-03,2019.0,4.0,3.0,04/02/2019,03/05/2019,02/08/2019,No,Mouse,Pvalb-IRES-Cre;Ai14-452734.03.02,Pvalb-IRES-Cre;Ai14-452734.03.02.01,Patch Tube,P8S4_190403_354_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L4,VISp,L4,3.0,,nucleus_present,no,2000.0,55.0,4.9,,,,,,,45.0,45.0,5.03,1.65,5.03,15:39:52,,,,15:41:10,15:46:12,15:47:51,15:52:53,,None,,,Channel_Recording,None,None,None,None,None,,,#sigmacote-no,,,,,,Mus musculus,mIVSCC-MET,Pvalb-IRES-Cre;Ai14-452734,Pvalb-IRES-Cre;Ai14-452734.03.02.01,P8S4_190403_354_A01,positive,VISp4,EPhys_190401_02_B03_M,452734,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,55.5,Matching JEM & LIMS Information,0.86,Pvalb,Pvalb_Reln_Itm2a,GABAergic,P8S4_190403_354_A01,Pvalb-IRES-Cre;Ai14-452734.03.02.01,0.577,Pass,18.03680579,9208.0,0.9956968242869334,True
155,Vip-IRES-Cre;Ai14-453368.04.02.03,5.72987258476036,1.856839058090413,0.32406288806997463,4.295006826856206,0.7495815593316261,2.0.8,04/02/2019,12:17:30,2019-04-02,2019.0,4.0,2.0,04/01/2019,03/05/2019,02/08/2019,No,Mouse,Vip-IRES-Cre;Ai14-453368.04.02,Vip-IRES-Cre;Ai14-453368.04.02.03,Patch Tube,P8S4_190402_354_A01,lindsayn,3,4.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6a,VISp,L6a,3.0,,nucleus_present,no,2000.0,34.0,5.2,,,,,,,45.0,45.0,6.77,0.73,1.98,13:34:11,,,,13:35:10,13:41:56,13:42:40,13:44:39,,None,,,Channel_Recording,None,None,None,None,None,,,#sigmacote-no,,,,,,Mus musculus,mIVSCC-MET,Vip-IRES-Cre;Ai14-453368,Vip-IRES-Cre;Ai14-453368.04.02.03,P8S4_190402_354_A01,positive,VISp6a,EPhys_190401_01_D01_M,453368,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,33.8,Matching JEM & LIMS Information,1.0,Vip,Vip_Arhgap36_Hmcn1,GABAergic,P8S4_190402_354_A01,Vip-IRES-Cre;Ai14-453368.04.02.03,0.534,Pass,10.98822736,7407.0,0.8320226650537247,True
156,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-553116.03.02.02,21.24703442408724,6.906581750666401,0.32506097617258906,16.47625997319285,0.775461631224832,2.0.8,11/11/2020,13:45:34,2020-11-11,2020.0,11.0,11.0,11/10/2020,10/20/2020,10/21/2020,No,Mouse,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-553116.03.02,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-553116.03.02.02,Patch Tube,P8S4_201111_354_A01,lindsayn,6,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,no,1800.0,46.0,3.5,,,,,,,40.0,40.0,5.27,1.75,3.02,14:20:29,,,,14:23:09,14:28:25,14:30:10,14:33:11,14:38:49,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-553116,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-553116.03.02.02,P8S4_201111_354_A01,positive,VISp,EPhys_201109_03_B01_M,553116,Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,46.1,Matching JEM & LIMS Information,0.82,Sst,Sst_Rxfp1_Prdm8,GABAergic,P8S4_201111_354_A01,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-553116.03.02.02,0.72,Pass,12.36664676,7394.0,0.5962160825428807,True
157,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-439426.05.02.01,7.557503404147443,2.493521521812937,0.3299398476545218,6.672507081159587,0.8828983229432377,2.0.7,01/31/2019,10:13:41,2019-01-31,2019.0,1.0,31.0,01/30/2019,11/13/2018,12/05/2018,No,Mouse,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-439426.05.02,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-439426.05.02.01,Patch Tube,P8S4_190131_351_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,no,2000.0,41.0,5.9,,,,,,,45.0,45.0,3.62,2.53,1.78,10:15:04,,,,10:16:03,10:19:40,10:22:12,10:23:59,,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-439426,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-439426.05.02.01,P8S4_190131_351_A01,positive,VISp6a,EPhys_190128_03_A03_M,439426,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,41.8,Matching JEM & LIMS Information,1.0,Sst,Sst_Rxfp1_Eya1,GABAergic,P8S4_190131_351_A01,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-439426.05.02.01,0.7,Pass,14.32441933,8051.0,0.7308711684550819,True
158,Nkx2-1-CreERT2;Ai14-465341.05.02.01,7.099819012834863,2.358020261979997,0.33212399607894666,5.812128199709211,0.8186304734250551,2.0.8,05/20/2019,11:18:35,2019-05-20,2019.0,5.0,20.0,05/17/2019,04/30/2019,03/28/2019,No,Mouse,Nkx2-1-CreERT2;Ai14-465341.05.02,Nkx2-1-CreERT2;Ai14-465341.05.02.01,Patch Tube,P8S4_190520_351_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,no,3000.0,55.0,5.4,,,,,,,45.0,45.0,10.32,1.32,4.08,11:25:27,,,,11:26:46,11:37:05,11:38:24,11:42:29,11:49:55,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Nkx2-1-CreERT2;Ai14-465341,Nkx2-1-CreERT2;Ai14-465341.05.02.01,P8S4_190520_351_A01,positive,VISp2/3,EPhys_190520_01_A03_M,465341,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,55.4,Matching JEM & LIMS Information,0.94,Sst,Sst_Tac1_Tacr3,GABAergic,P8S4_190520_351_A01,Nkx2-1-CreERT2;Ai14-465341.05.02.01,0.715,Pass,14.94915024,8047.0,0.8679602223809484,True
159,Gad2-IRES-Cre;Ai14-481681.04.02.03,4.949645076943564,1.653598810379072,0.3340843201226419,3.461756352392698,0.6993948654052492,2.0.8,08/22/2019,13:18:42,2019-08-22,2019.0,8.0,22.0,08/21/2019,06/25/2019,07/29/2019,No,Mouse,Gad2-IRES-Cre;Ai14-481681.04.02,Gad2-IRES-Cre;Ai14-481681.04.02.03,Patch Tube,P8S4_190822_355_A01,lindsayn,5,3.0,,,,,SUCCESS,Negative,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,no,2000.0,36.0,4.4,,,,,,,50.0,50.0,4.62,2.53,6.0,15:15:44,,,,15:16:43,15:21:20,15:23:52,15:29:52,15:37:03,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 12.76 corr 80,,,,,,Mus musculus,mIVSCC-MET,Gad2-IRES-Cre;Ai14-481681,Gad2-IRES-Cre;Ai14-481681.04.02.03,P8S4_190822_355_A01,negative,VISp5,EPhys_190819_03_A02_M,481681,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,36.5,Matching JEM & LIMS Information,0.96,L5_IT,L5_IT_VISp_Hsd11b1_Endou,Glutamatergic,P8S4_190822_355_A01,Gad2-IRES-Cre;Ai14-481681.04.02.03,0.595,Pass,27.15734245,10156.0,0.935958542388594,True
